我現在要做g35.html的內容，請幫我製作,,,,,,,,
match-date:2025/1/14 21:00,,,,,,,,
venue-inf:逃生入口Bar,,,,,,,,
team away:Jack,,,,,,,,
team home:逃生入口C,,,,,,,,
飲酒加成:Jack,,,,,,,,
SET1,客隊,0,主隊,小歪,先攻,主場,勝方,客場
SET2,客隊,老師,主隊,喇叭,先攻,客場,勝方,客場
SET3,客隊,小建,主隊,阿仁,先攻,主場,勝方,主場
SET4,客隊,阿福,主隊,華華,先攻,客場,勝方,客場
SET5,客隊,"B哥,小虎,耀楠",主隊,"隼隼,Ace,喇叭",先攻,主場,勝方,主場
SET6,客隊,老師,主隊,阿仁,先攻,主場,勝方,客場
SET7,客隊,阿福,主隊,小歪,先攻,主場,勝方,主場
SET8,客隊,B哥,主隊,華華,先攻,主場,勝方,主場
SET9,客隊,耀楠,主隊,喇叭,先攻,客場,勝方,主場
SET10,客隊,"+0,小建,小虎",主隊,"華華,Ace,喇叭",先攻,客場,勝方,主場
SET11,客隊,"老師,B哥",主隊,"隼隼,小歪",先攻,客場,勝方,客場
SET12,客隊,"阿福,耀楠",主隊,"華華,喇叭",先攻,客場,勝方,主場
SET13,客隊,"小虎,小建",主隊,"Ace,隼隼",先攻,客場,勝方,客場
SET14,客隊,"耀楠,+0",主隊,"喇叭,華華",先攻,客場,勝方,主場
SET15,客隊,"阿福,小建,老師,小虎",主隊,"華華,隼隼,Ace,阿仁",先攻,主場,勝方,客場
SET16,客隊,"耀楠,+0,B哥,阿福",主隊,"華華,隼隼,Ace,阿仁",先攻,客場,勝方,客場
