我現在要做g34.html的內容，請幫我製作,,,,,,,,
match-date:2025/1/14 21:00,,,,,,,,
venue-inf:Vivi Bar,,,,,,,,
team away:酒空組,,,,,,,,
team home:Vivi朝酒晚舞,,,,,,,,
飲酒加成:Vivi朝酒晚舞,,,,,,,,
SET1,客隊,慶文,主隊,阿達,先攻,客場,勝方,主場
SET2,客隊,無名,主隊,老丹,先攻,主場,勝方,客場
SET3,客隊,范姜哥,主隊,小芬,先攻,主場,勝方,客場
SET4,客隊,瘦子,主隊,阿倫,先攻,主場,勝方,主場
SET5,客隊,"瘦子,范姜哥,無名",主隊,"老丹,阿淦,猴子",先攻,客場,勝方,主場
SET6,客隊,宓哥,主隊,阿淦,先攻,客場,勝方,主場
SET7,客隊,無名,主隊,阿達,先攻,主場,勝方,主場
SET8,客隊,范姜哥,主隊,老丹,先攻,客場,勝方,主場
SET9,客隊,瘦子,主隊,猴子,先攻,客場,勝方,客場
SET10,客隊,"瘦子,范姜哥,無名",主隊,"阿倫,阿淦,猴子",先攻,客場,勝方,主場
SET11,客隊,"無名,范姜姊",主隊,"猴子,小芬",先攻,客場,勝方,客場
SET12,客隊,"宓哥,瘦子",主隊,"阿倫,怪頭",先攻,主場,勝方,客場
SET13,客隊,"范姜哥,無名",主隊,"阿倫,Connie",先攻,客場,勝方,主場
SET14,客隊,"慶文,瘦子",主隊,"老丹,阿淦",先攻,客場,勝方,主場
SET15,客隊,"瘦子,無名,慶文,范姜姊",主隊,"猴子,小芬,阿倫,老丹",先攻,主場,勝方,客場
SET16,客隊,"瘦子,范姜哥,無名,宓哥",主隊,"猴子,怪頭,阿倫,阿淦",先攻,客場,勝方,客場
