我現在要做g41.html的內容，請幫我製作,,,,,,,,
match-date:2025/2/4 21:00,,,,,,,,
venue-inf:醉販,,,,,,,,
team away:逃生入口A,,,,,,,,
team home:醉販,,,,,,,,
飲酒加成:醉販,,,,,,,,
SET1,客隊,Lucas,主隊,宏哥,先攻,客場,勝方,主場
SET2,客隊,Terry,主隊,小飛,先攻,客場,勝方,客場
SET3,客隊,Jesse,主隊,阿鄧,先攻,主場,勝方,主場
SET4,客隊,孟瑄,主隊,小齊,先攻,客場,勝方,客場
SET5,客隊,"Lucas,Jesse,Terry",主隊,"宏哥,小飛,小齊",先攻,客場,勝方,主場
SET6,客隊,孟瑄,主隊,宏哥,先攻,客場,勝方,主場
SET7,客隊,Jesse,主隊,阿鄧,先攻,主場,勝方,主場
SET8,客隊,Terry,主隊,小飛,先攻,客場,勝方,客場
SET9,客隊,Lucas,主隊,小齊,先攻,主場,勝方,客場
SET10,客隊,"孟瑄,Terry,Jesse",主隊,"宏哥,小飛,小齊",先攻,客場,勝方,主場
SET11,客隊,"Jesse,Lucas",主隊,"IKE,阿鄧",先攻,主場,勝方,客場
SET12,客隊,"孟瑄,Terry",主隊,"小飛,宏哥",先攻,客場,勝方,主場
SET13,客隊,"Lucas,Jesse",主隊,"阿冠,阿鄧",先攻,主場,勝方,客場
SET14,客隊,"孟瑄,Terry",主隊,"小飛,IKE",先攻,客場,勝方,客場
SET15,客隊,"Terry,Lucas,Jesse,孟瑄",主隊,"小飛,阿鄧,阿冠,IKE",先攻,客場,勝方,客場
SET16,客隊,"Terry,Lucas,Jesse,孟瑄",主隊,"小飛,阿鄧,阿冠,IKE",先攻,客場,勝方,主場
