我現在要做g44.html的內容，請幫我製作,,,,,,,,
match-date:2025/2/4 21:00,,,,,,,,
venue-inf:Jack,,,,,,,,
team away:Vivi朝酒晚舞,,,,,,,,
team home:Jack,,,,,,,,
飲酒加成:Vivi朝酒晚舞,,,,,,,,
SET1,客隊,蘇蘇,主隊,小建,先攻,客場,勝方,主場
SET2,客隊,老丹,主隊,阿福,先攻,主場,勝方,主場
SET3,客隊,石頭,主隊,阿俊,先攻,主場,勝方,主場
SET4,客隊,阿淦,主隊,阿元,先攻,客場,勝方,客場
SET5,客隊,"老丹,威廉,猴子",主隊,"Leo,老師,發哥",先攻,主場,勝方,客場
SET6,客隊,阿淦,主隊,B哥,先攻,主場,勝方,客場
SET7,客隊,老丹,主隊,耀楠,先攻,客場,勝方,客場
SET8,客隊,阿達,主隊,Leo,先攻,主場,勝方,客場
SET9,客隊,猴子,主隊,老師,先攻,客場,勝方,客場
SET10,客隊,"老丹,阿淦,猴子",主隊,"小建,阿俊,耀楠",先攻,客場,勝方,客場
SET11,客隊,"猴子,小芬",主隊,"阿元,阿福",先攻,客場,勝方,主場
SET12,客隊,"阿淦,阿達",主隊,"小建,Leo",先攻,客場,勝方,客場
SET13,客隊,"怪頭,阿棋",主隊,"B哥,發哥",先攻,客場,勝方,客場
SET14,客隊,"猴子,老丹",主隊,"耀楠,小俊",先攻,客場,勝方,客場
SET15,客隊,"猴子,小芬,老丹,阿淦",主隊,"阿元,阿福,Leo,老師",先攻,主場,勝方,客場
SET16,客隊,"猴子,阿國,老丹,阿淦",主隊,"小建,阿俊,耀楠,阿福",先攻,主場,勝方,客場
